opl_Ab (function - probability):
~  n = 10000  ~  lambda = 400  ~

4962	0,0001
4965	0,0002
4969	0,0004
4977	0,0008
4986	0,0016
4998	0,0032
5015	0,0064
5037	0,0128
5069	0,0256
5112	0,0512
5156	0,1024
5201	0,2048
5217	0,1024
5246	0,2048
5251	0,1024
5291	0,2048
5298	0,1024
5334	0,0512
5360	0,1024
5376	0,0512
5415	0,0256
5433	0,0512
5450	0,0256
5469	0,0512
5487	0,0256
5519	0,0512
5536	0,0256
5558	0,0128
5570	0,0256
5580	0,0128
5598	0,0256
5605	0,0128
5618	0,0256
5634	0,0128
5653	0,0256
5659	0,0128
5672	0,0256
5689	0,0128
5704	0,0256
5707	0,0128
5720	0,0256
5721	0,0128
5742	0,0064
5753	0,0128
5772	0,0064
5788	0,0128
5799	0,0064
5809	0,0128
5825	0,0064
5836	0,0128
5846	0,0064
5857	0,0128
5870	0,0064
5877	0,0128
5886	0,0064
5894	0,0128
5910	0,0064
5923	0,0128
5929	0,0064
5939	0,0128
5944	0,0064
5954	0,0128
5965	0,0064
5978	0,0128
5981	0,0064
5990	0,0128
5999	0,0064
6009	0,0128
6019	0,0064
6035	0,0128
6047	0,0064
6055	0,0128
6059	0,0064
6071	0,0032
6082	0,0064
6088	0,0032
6095	0,0064
6105	0,0032
6120	0,0064
6124	0,0032
6133	0,0064
6138	0,0032
6145	0,0064
6154	0,0032
6163	0,0064
6171	0,0032
6179	0,0064
6183	0,0032
6191	0,0064
6197	0,0032
6210	0,0064
6214	0,0032
6223	0,0064
6236	0,0032
6245	0,0064
6251	0,0032
6259	0,0064
6263	0,0032
6268	0,0064
6275	0,0032
6282	0,0064
6291	0,0032
6301	0,0064
6305	0,0032
6312	0,0064
6319	0,0032
6329	0,0064
6334	0,0032
6340	0,0016
6346	0,0032
6357	0,0064
6369	0,0032
6376	0,0064
6378	0,0032
6386	0,0064
6395	0,0032
6404	0,0064
6412	0,0032
6419	0,0016
6428	0,0032
6433	0,0016
6441	0,0032
6448	0,0064
6454	0,0032
6459	0,0016
6466	0,0032
6471	0,0064
6474	0,0032
6483	0,0064
6488	0,0032
6495	0,0016
6501	0,0032
6511	0,0064
6516	0,0032
6521	0,0064
6524	0,0032
6532	0,0064
6535	0,0032
6543	0,0016
6549	0,0032
6557	0,0064
6562	0,0032
6571	0,0016
6577	0,0032
6584	0,0016
6589	0,0032
6597	0,0016
6606	0,0032
6611	0,0016
6617	0,0032
6626	0,0016
6634	0,0032
6645	0,0016
6651	0,0032
6655	0,0016
6660	0,0032
6663	0,0016
6668	0,0032
6674	0,0016
6679	0,0032
6683	0,0016
6688	0,0032
6691	0,0016
6699	0,0032
6705	0,0064
6706	0,0032
6711	0,0016
6718	0,0032
6727	0,0016
6732	0,0032
6734	0,0016
6739	0,0032
6742	0,0016
6749	0,0032
6753	0,0016
6758	0,0032
6764	0,0016
6770	0,0032
6775	0,0016
6779	0,0032
6782	0,0016
6794	0,0032
6797	0,0016
6805	0,0032
6807	0,0016
6812	0,0032
6815	0,0016
6818	0,0032
6825	0,0016
6831	0,0032
6834	0,0016
6840	0,0032
6845	0,0016
6850	0,0032
6856	0,0016
6860	0,0032
6863	0,0016
6869	0,0032
6874	0,0016
6879	0,0032
6882	0,0016
6887	0,0032
6892	0,0016
6898	0,0032
6906	0,0016
6909	0,0032
6913	0,0016
6919	0,0032
6925	0,0016
6930	0,0032
6931	0,0016
6937	0,0032
6944	0,0016
6948	0,0032
6952	0,0016
6959	0,0032
6961	0,0016
6964	0,0032
6970	0,0016
6976	0,0032
6981	0,0016
6986	0,0032
6992	0,0016
6995	0,0032
6995	0,0016
6999	0,0032
7001	0,0016
7005	0,0032
7015	0,0016
7019	0,0032
7029	0,0016
7039	0,0032
7040	0,0016
7046	0,0032
7049	0,0016
7053	0,0032
7054	0,0016
7059	0,0032
7059	0,0016
7065	0,0032
7068	0,0016
7072	0,0032
7073	0,0016
7078	0,0032
7085	0,0016
7090	0,0032
7093	0,0016
7098	0,0032
7100	0,0016
7104	0,0032
7108	0,0016
7113	0,0008
7118	0,0016
7122	0,0008
7128	0,0016
7135	0,0008
7139	0,0016
7142	0,0008
7146	0,0016
7149	0,0032
7151	0,0016
7155	0,0008
7159	0,0016
7162	0,0032
7162	0,0016
7167	0,0032
7170	0,0016
7173	0,0008
7178	0,0016
7183	0,0032
7185	0,0016
7189	0,0032
7189	0,0016
7194	0,0008
7200	0,0016
7203	0,0008
7207	0,0016
7211	0,0008
7215	0,0016
7219	0,0008
7224	0,0016
7226	0,0008
7229	0,0016
7233	0,0008
7239	0,0016
7244	0,0008
7248	0,0016
7251	0,0008
7255	0,0016
7259	0,0032
7262	0,0016
7264	0,0008
7268	0,0016
7273	0,0032
7275	0,0016
7278	0,0008
7281	0,0016
7284	0,0008
7287	0,0016
7289	0,0008
7294	0,0016
7298	0,0008
7303	0,0016
7305	0,0008
7311	0,0016
7314	0,0008
7316	0,0016
7320	0,0008
7325	0,0016
7328	0,0008
7331	0,0016
7333	0,0008
7337	0,0016
7341	0,0008
7345	0,0016
7347	0,0008
7354	0,0016
7357	0,0008
7363	0,0016
7369	0,0008
7373	0,0016
7375	0,0008
7379	0,0016
7382	0,0008
7386	0,0016
7391	0,0008
7395	0,0016
7398	0,0008
7401	0,0016
7402	0,0008
7405	0,0016
7407	0,0008
7412	0,0016
7416	0,0008
7420	0,0016
7423	0,0008
7428	0,0016
7433	0,0008
7439	0,0016
7442	0,0008
7445	0,0016
7447	0,0008
7451	0,0016
7454	0,0008
7459	0,0016
7461	0,0008
7464	0,0016
7467	0,0008
7472	0,0016
7475	0,0008
7479	0,0016
7486	0,0008
7489	0,0016
7493	0,0008
7497	0,0016
7500	0,0008
7504	0,0016
7509	0,0008
7512	0,0016
7517	0,0008
7519	0,0016
7524	0,0008
7526	0,0016
7529	0,0008
7533	0,0016
7539	0,0008
7542	0,0016
7546	0,0008
7550	0,0016
7552	0,0008
7557	0,0016
7559	0,0008
7563	0,0016
7565	0,0008
7568	0,0016
7571	0,0008
7574	0,0016
7576	0,0008
7580	0,0016
7583	0,0008
7585	0,0016
7590	0,0008
7593	0,0016
7595	0,0008
7598	0,0016
7601	0,0008
7606	0,0016
7610	0,0008
7613	0,0016
7616	0,0008
7618	0,0016
7621	0,0008
7625	0,0016
7633	0,0008
7638	0,0016
7639	0,0008
7642	0,0016
7645	0,0008
7650	0,0016
7653	0,0008
7657	0,0016
7660	0,0008
7664	0,0016
7667	0,0008
7669	0,0016
7675	0,0008
7678	0,0016
7681	0,0008
7685	0,0016
7689	0,0008
7695	0,0016
7697	0,0008
7700	0,0016
7701	0,0008
7706	0,0016
7709	0,0008
7713	0,0016
7716	0,0008
7719	0,0016
7719	0,0008
7724	0,0016
7727	0,0008
7730	0,0016
7734	0,0008
7737	0,0016
7738	0,0008
7742	0,0016
7742	0,0008
7745	0,0016
7747	0,0008
7751	0,0016
7753	0,0008
7757	0,0016
7759	0,0008
7762	0,0016
7765	0,0008
7767	0,0016
7768	0,0008
7770	0,0016
7772	0,0008
7776	0,0016
7782	0,0008
7783	0,0016
7785	0,0008
7787	0,0016
7790	0,0008
7794	0,0016
7795	0,0008
7799	0,0016
7803	0,0008
7805	0,0016
7808	0,0008
7811	0,0016
7814	0,0008
7817	0,0016
7819	0,0008
7822	0,0016
7823	0,0008
7827	0,0016
7829	0,0008
7834	0,0016
7836	0,0008
7839	0,0016
7843	0,0008
7847	0,0016
7850	0,0008
7853	0,0004
7856	0,0008
7859	0,0016
7862	0,0008
7865	0,0004
7868	0,0008
7870	0,0016
7871	0,0008
7874	0,0016
7879	0,0008
7881	0,0016
7881	0,0008
7884	0,0016
7886	0,0008
7889	0,0016
7890	0,0008
7891	0,0016
7894	0,0008
7898	0,0016
7899	0,0008
7902	0,0016
7903	0,0008
7905	0,0004
7908	0,0008
7911	0,0016
7912	0,0008
7914	0,0016
7917	0,0008
7921	0,0004
7925	0,0008
7927	0,0016
7928	0,0008
7931	0,0016
7936	0,0008
7938	0,0016
7940	0,0008
7945	0,0016
7946	0,0008
7949	0,0016
7950	0,0008
7953	0,0016
7954	0,0008
7957	0,0016
7957	0,0008
7960	0,0004
7962	0,0008
7964	0,0016
7966	0,0008
7967	0,0016
7969	0,0008
7972	0,0016
7974	0,0008
7977	0,0004
7979	0,0008
7982	0,0016
7984	0,0008
7987	0,0016
7988	0,0008
7989	0,0004
7991	0,0008
7995	0,0004
7998	0,0008
8001	0,0016
8002	0,0008
8005	0,0004
8010	0,0008
8012	0,0016
8014	0,0008
8017	0,0016
8018	0,0008
8020	0,0004
8023	0,0008
8026	0,0004
8029	0,0008
8032	0,0016
8033	0,0008
8036	0,0016
8039	0,0008
8041	0,0016
8042	0,0008
8048	0,0016
8051	0,0008
8053	0,0004
8056	0,0008
8058	0,0016
8060	0,0008
8062	0,0004
8065	0,0008
8068	0,0016
8070	0,0008
8074	0,0016
8076	0,0008
8078	0,0004
8081	0,0008
8083	0,0016
8086	0,0008
8088	0,0016
8089	0,0008
8091	0,0004
8093	0,0008
8096	0,0016
8099	0,0008
8101	0,0016
8101	0,0008
8103	0,0004
8106	0,0008
8107	0,0004
8109	0,0008
8110	0,0004
8113	0,0008
8115	0,0016
8116	0,0008
8120	0,0016
8121	0,0008
8124	0,0016
8124	0,0008
8128	0,0016
8128	0,0008
8131	0,0004
8135	0,0008
8137	0,0016
8137	0,0008
8140	0,0016
8140	0,0008
8141	0,0016
8142	0,0008
8146	0,0004
8149	0,0008
8152	0,0004
8154	0,0008
8156	0,0004
8159	0,0008
8163	0,0016
8163	0,0008
8167	0,0016
8168	0,0008
8170	0,0004
8172	0,0008
8174	0,0016
8174	0,0008
8178	0,0016
8178	0,0008
8181	0,0016
8182	0,0008
8185	0,0004
8187	0,0008
8189	0,0004
8191	0,0008
8194	0,0004
8197	0,0008
8199	0,0004
8202	0,0008
8204	0,0004
8206	0,0008
8208	0,0016
8209	0,0008
8210	0,0004
8212	0,0008
8215	0,0016
8217	0,0008
8219	0,0004
8223	0,0008
8225	0,0016
8225	0,0008
8228	0,0016
8228	0,0008
8231	0,0004
8238	0,0008
8239	0,0004
8243	0,0008
8246	0,0004
8249	0,0008
8252	0,0004
8254	0,0008
8256	0,0004
8259	0,0008
8261	0,0004
8265	0,0008
8267	0,0004
8269	0,0008
8271	0,0004
8276	0,0008
8277	0,0004
8279	0,0008
8282	0,0004
8284	0,0008
8289	0,0016
8289	0,0008
8292	0,0004
8294	0,0008
8296	0,0004
8299	0,0008
8302	0,0004
8305	0,0008
8308	0,0004
8310	0,0008
8313	0,0004
8317	0,0008
8319	0,0004
8322	0,0008
8325	0,0016
8325	0,0008
8326	0,0004
8328	0,0008
8329	0,0004
8332	0,0008
8334	0,0004
8336	0,0008
8340	0,0004
8343	0,0008
8348	0,0004
8350	0,0008
8352	0,0004
8354	0,0008
8356	0,0004
8359	0,0008
8362	0,0004
8364	0,0008
8365	0,0004
8367	0,0008
8369	0,0004
8372	0,0008
8374	0,0004
8376	0,0008
8378	0,0004
8382	0,0008
8384	0,0004
8386	0,0008
8388	0,0004
8390	0,0008
8392	0,0004
8395	0,0008
8397	0,0004
8399	0,0008
8401	0,0004
8405	0,0008
8407	0,0004
8410	0,0008
8414	0,0004
8417	0,0008
8418	0,0004
8420	0,0008
8421	0,0004
8423	0,0008
8424	0,0004
8426	0,0008
8429	0,0004
8432	0,0008
8434	0,0004
8436	0,0008
8439	0,0004
8441	0,0008
8442	0,0004
8444	0,0008
8447	0,0004
8450	0,0008
8452	0,0004
8454	0,0008
8455	0,0004
8456	0,0008
8458	0,0016
8458	0,0008
8459	0,0004
8462	0,0008
8464	0,0004
8466	0,0008
8470	0,0004
8473	0,0008
8478	0,0004
8481	0,0008
8483	0,0004
8485	0,0008
8488	0,0004
8491	0,0008
8492	0,0004
8494	0,0008
8496	0,0004
8498	0,0008
8499	0,0004
8502	0,0008
8504	0,0004
8507	0,0008
8510	0,0004
8512	0,0008
8514	0,0016
8514	0,0008
8515	0,0004
8517	0,0008
8518	0,0004
8520	0,0008
8521	0,0004
8524	0,0008
8524	0,0004
8526	0,0008
8528	0,0004
8530	0,0008
8534	0,0004
8536	0,0008
8538	0,0004
8540	0,0008
8543	0,0004
8546	0,0008
8549	0,0004
8551	0,0008
8552	0,0004
8554	0,0008
8555	0,0004
8558	0,0008
8560	0,0004
8562	0,0008
8564	0,0004
8566	0,0008
8569	0,0004
8572	0,0008
8574	0,0004
8577	0,0008
8580	0,0004
8582	0,0008
8584	0,0004
8587	0,0008
8589	0,0004
8591	0,0008
8593	0,0004
8595	0,0008
8596	0,0004
8597	0,0008
8599	0,0004
8603	0,0008
8604	0,0004
8606	0,0008
8607	0,0004
8609	0,0008
8612	0,0004
8614	0,0008
8616	0,0004
8618	0,0008
8618	0,0004
8620	0,0008
8622	0,0004
8624	0,0008
8625	0,0004
8628	0,0008
8630	0,0004
8634	0,0008
8635	0,0004
8637	0,0008
8638	0,0004
8640	0,0008
8642	0,0004
8644	0,0008
8646	0,0004
8647	0,0008
8649	0,0004
8652	0,0008
8656	0,0004
8658	0,0008
8659	0,0004
8661	0,0008
8662	0,0004
8664	0,0008
8666	0,0004
8668	0,0008
8669	0,0004
8671	0,0008
8672	0,0004
8673	0,0008
8674	0,0004
8677	0,0008
8679	0,0004
8682	0,0008
8684	0,0004
8686	0,0008
8687	0,0004
8688	0,0008
8691	0,0004
8695	0,0008
8696	0,0004
8698	0,0008
8700	0,0004
8702	0,0008
8705	0,0004
8708	0,0008
8710	0,0004
8712	0,0008
8713	0,0004
8715	0,0008
8717	0,0004
8720	0,0008
8722	0,0004
8725	0,0008
8726	0,0004
8728	0,0008
8729	0,0004
8731	0,0008
8732	0,0004
8733	0,0008
8735	0,0004
8736	0,0008
8738	0,0004
8740	0,0008
8740	0,0004
8742	0,0008
8743	0,0004
8746	0,0008
8748	0,0004
8749	0,0008
8751	0,0004
8753	0,0008
8754	0,0004
8756	0,0008
8757	0,0004
8761	0,0008
8764	0,0004
8766	0,0008
8766	0,0004
8768	0,0008
8770	0,0004
8772	0,0008
8774	0,0004
8776	0,0008
8776	0,0004
8778	0,0008
8780	0,0004
8781	0,0008
8783	0,0004
8785	0,0008
8786	0,0004
8788	0,0008
8790	0,0004
8792	0,0008
8792	0,0004
8794	0,0008
8796	0,0004
8798	0,0008
8801	0,0004
8804	0,0008
8805	0,0004
8806	0,0008
8807	0,0004
8809	0,0002
8811	0,0004
8812	0,0008
8813	0,0004
8816	0,0008
8817	0,0004
8819	0,0008
8820	0,0004
8823	0,0008
8825	0,0004
8827	0,0008
8829	0,0004
8830	0,0002
8832	0,0004
8834	0,0008
8834	0,0004
8836	0,0008
8837	0,0004
8839	0,0008
8840	0,0004
8842	0,0008
8843	0,0004
8845	0,0002
8847	0,0004
8849	0,0008
8851	0,0004
8853	0,0008
8854	0,0004
8855	0,0008
8856	0,0004
8858	0,0008
8860	0,0004
8862	0,0008
8863	0,0004
8864	0,0008
8866	0,0004
8869	0,0008
8871	0,0004
8873	0,0008
8875	0,0004
8877	0,0008
8877	0,0004
8878	0,0008
8878	0,0004
8880	0,0008
8881	0,0004
8884	0,0008
8886	0,0004
8888	0,0008
8889	0,0004
8891	0,0008
8892	0,0004
8894	0,0002
8897	0,0004
8901	0,0008
8901	0,0004
8903	0,0008
8903	0,0004
8905	0,0002
8908	0,0004
8910	0,0008
8911	0,0004
8912	0,0008
8913	0,0004
8915	0,0008
8916	0,0004
8918	0,0008
8918	0,0004
8920	0,0008
8921	0,0004
8923	0,0008
